,score,is_training,sparsity_sp,sparsity_sc,sparsity_diff
rpl6,0.90629506,False,0.0,0.017513942019634077,-0.017513942019634077
2900097c17rik,0.9062933,False,0.0,0.04161865695718303,-0.04161865695718303
cfl1,0.9062868,False,0.0,0.00023044660552151708,-0.00023044660552151708
chn1,0.9061679,True,0.0,0.030695487855463943,-0.030695487855463943
rpl38,0.9060432,False,0.0,0.00829607779877406,-0.00829607779877406
fau,0.9060423,False,0.0,0.010784901138406244,-0.010784901138406244
rpl37,0.9060136,True,0.0,0.008342167119878341,-0.008342167119878341
uqcr11,0.9059449,False,0.0030864197530864335,0.0032723417984052983,-0.0001859220453188648
vsnl1,0.90588933,False,0.0030864197530864335,0.04323178319583354,-0.040145363442747106
gria2,0.9058858,False,0.015432098765432056,0.02161589159791677,-0.0061837928324847136
nptn,0.9057042,False,0.0030864197530864335,0.017145227450799605,-0.014058807697713172
scd2,0.9056858,True,0.0092592592592593,0.05811863391252248,-0.04885937465326318
rpl32,0.90563375,False,0.0,0.014425957505645903,-0.014425957505645903
rpl26,0.9056028,False,0.0,0.012536295340369596,-0.012536295340369596
rtn1,0.9055914,False,0.0,0.017882656588468437,-0.017882656588468437
app,0.9055192,False,0.0,0.023782089689818875,-0.023782089689818875
rpl9,0.90551263,False,0.0,0.012490206019265315,-0.012490206019265315
sparcl1,0.9053565,True,0.0,0.06586163985804494,-0.06586163985804494
ndufb4,0.90520895,False,0.012345679012345734,0.006775130202332114,0.00557054881001362
rps7,0.905168,False,0.0,0.016822602203069525,-0.016822602203069525
eif4a2,0.9051209,False,0.0,0.011015347743927761,-0.011015347743927761
rps8,0.90507144,False,0.0,0.013273724478038429,-0.013273724478038429
rps24,0.9049884,False,0.0,0.013918974973498588,-0.013918974973498588
rps13,0.90480477,False,0.0,0.011844955523805156,-0.011844955523805156
pgk1,0.9047865,False,0.0030864197530864335,0.02963543347006503,-0.026549013716978598
pebp1,0.9045376,False,0.0,0.0169147808452782,-0.0169147808452782
rpl35a,0.9044965,False,0.0,0.014702493432271702,-0.014702493432271702
myl6,0.9044775,True,0.0030864197530864335,0.006867308844540676,-0.0037808890914542426
atp1a2,0.90430784,True,0.0,0.7567405632115038,-0.7567405632115038
rps21,0.9042135,False,0.0,0.011153615707240605,-0.011153615707240605
ndufb5,0.904069,False,0.006172839506172867,0.016131262386505085,-0.009958422880332218
cox7c,0.9039951,False,0.0030864197530864335,0.0015670369175462273,0.0015193828355402061
hsp90ab1,0.90392774,False,0.006172839506172867,0.004424574826012773,0.0017482646801600943
uqcrq,0.90368557,False,0.0,0.00663686223901927,-0.00663686223901927
ywhaz,0.9036803,False,0.0,0.004977646679264369,-0.004977646679264369
rps9,0.90356,True,0.0,0.010462275890676165,-0.010462275890676165
tspan7,0.9034812,True,0.0,0.007143844771166474,-0.007143844771166474
eif1,0.9033505,True,0.0,0.0002765359266257983,-0.0002765359266257983
ptma,0.9033316,True,0.0,0.004009770936074131,-0.004009770936074131
itm2c,0.90331954,False,0.0,0.011798866202700875,-0.011798866202700875
calm3,0.9032897,False,0.0,0.018758353689450113,-0.018758353689450113
rpl23,0.90328944,False,0.0030864197530864335,0.014195510900124386,-0.011109091147037953
rpl14,0.90322274,False,0.0,0.014794672074480375,-0.014794672074480375
pfdn5,0.90321845,False,0.0,0.017513942019634077,-0.017513942019634077
rpl19,0.9031061,False,0.0,0.012259759413743798,-0.012259759413743798
hint1,0.9030893,False,0.006172839506172867,0.007743005945522463,-0.0015701664393495962
rpl4,0.90307724,False,0.0,0.013918974973498588,-0.013918974973498588
rpl13,0.90283483,False,0.0,0.005622897174724639,-0.005622897174724639
pkm,0.9027443,False,0.0,0.010923169101719088,-0.010923169101719088
basp1,0.9026983,False,0.0,0.04037424528736688,-0.04037424528736688
snhg11,0.9026919,True,0.0,0.014932940037793219,-0.014932940037793219
vamp2,0.90267354,False,0.0,0.01728349541411256,-0.01728349541411256
rpl27a,0.9026558,False,0.0,0.01898880029497163,-0.01898880029497163
syt1,0.9026101,False,0.006172839506172867,0.040097709360741085,-0.03392486985456822
rpl41,0.9024832,True,0.0,0.0031340738350924546,-0.0031340738350924546
ctsb,0.9024525,False,0.0030864197530864335,0.006360326312393472,-0.0032739065593070382
gas5,0.90243506,True,0.0,0.012398027377056753,-0.012398027377056753
arpp19,0.9023763,True,0.0030864197530864335,0.01995667603816198,-0.016870256285075547
rpl17,0.90223503,False,0.0,0.019127068258284585,-0.019127068258284585
rpl34,0.9021793,False,0.0,0.016730423560860963,-0.016730423560860963
tpi1,0.9020711,False,0.0030864197530864335,0.009724846753007332,-0.006638426999920899
atpif1,0.9019218,False,0.0,0.013826796331290025,-0.013826796331290025
rpl15,0.90191936,False,0.0030864197530864335,0.016407798313130884,-0.01332137856004445
rpl23a,0.90190434,False,0.0,0.00861870304650414,-0.00861870304650414
rps12,0.90180683,False,0.0,0.0346130801493294,-0.0346130801493294
rpl30,0.9018007,True,0.0,0.016684334239756682,-0.016684334239756682
ywhae,0.9016749,False,0.0,0.002120108770797824,-0.002120108770797824
nrgn,0.90165603,True,0.0,0.19657095450984008,-0.19657095450984008
rps20,0.9015155,False,0.0,0.022768124625524244,-0.022768124625524244
pgam1,0.901402,False,0.0092592592592593,0.021108909065769454,-0.011849649806510154
ywhag,0.90136564,False,0.006172839506172867,0.04028206664515832,-0.034109227138985454
mpc1,0.90086925,False,0.0030864197530864335,0.009678757431903051,-0.006592337678816618
ghitm,0.9007503,False,0.012345679012345734,0.019127068258284585,-0.006781389245938851
rpl10a,0.9007481,False,0.0030864197530864335,0.029497165506752077,-0.026410745753665643
ppp3r1,0.90068084,False,0.0,0.028114485873623085,-0.028114485873623085
map1lc3a,0.90062577,False,0.0030864197530864335,0.01433377886343734,-0.011247359110350907
rps11,0.90054,False,0.0,0.010416186569571884,-0.010416186569571884
rps27,0.90052944,True,0.0,0.007282112734479429,-0.007282112734479429
oaz1,0.9004813,False,0.0,0.0046089321104300085,-0.0046089321104300085
rpl31,0.90034366,False,0.0030864197530864335,0.011476240954970685,-0.008389821201884251
mef2c,0.9003402,True,0.0030864197530864335,0.04152647831497447,-0.038440058561888035
serinc1,0.90030897,False,0.006172839506172867,0.004378485504908491,0.0017943540012643755
ywhaq,0.90029234,False,0.0030864197530864335,0.013550260404664227,-0.010463840651577794
ndufs5,0.9002518,False,0.0,0.00663686223901927,-0.00663686223901927
ndufa3,0.90023655,False,0.0030864197530864335,0.0023044660552150598,0.0007819536978713737
h2afz,0.9002102,False,0.015432098765432056,0.01760612066184264,-0.002174021896410583
plp1,0.9000866,True,0.0,0.8106650689035351,-0.8106650689035351
atp5o,0.90004104,False,0.006172839506172867,0.010185739964050367,-0.0040129004578775
rps10,0.8998666,False,0.0,0.02027930128589206,-0.02027930128589206
ndufa13,0.8998021,True,0.0,0.005208093284785886,-0.005208093284785886
rpl37a,0.89979863,True,0.0,0.00530027192699456,-0.00530027192699456
ndrg3,0.89977175,True,0.0,0.027192699451537128,-0.027192699451537128
mt3,0.8995231,True,0.0,0.024196893579757517,-0.024196893579757517
aplp1,0.89938986,False,0.0,0.019080978937180304,-0.019080978937180304
atp5k,0.8993759,False,0.0030864197530864335,0.005484629211411685,-0.002398209458325251
rab3a,0.8993086,False,0.0,0.023044660552150042,-0.023044660552150042
ndufa6,0.8992846,True,0.006172839506172867,0.007927363229939588,-0.001754523723766721
rps15,0.89921063,False,0.0,0.013550260404664227,-0.013550260404664227
syt11,0.8992103,False,0.0,0.016131262386505085,-0.016131262386505085
rps19,0.8991286,True,0.0,0.010923169101719088,-0.010923169101719088
clstn1,0.89885974,False,0.0030864197530864335,0.031801631561967136,-0.028715211808880703
rpl3,0.8988398,False,0.0030864197530864335,0.01728349541411256,-0.014197075661026126
uchl1,0.89873284,True,0.0,0.0433239618380421,-0.0433239618380421
scg5,0.8987192,False,0.0,0.03558095589251975,-0.03558095589251975
ndufa12,0.8986534,True,0.0,0.009448310826381534,-0.009448310826381534
prkar1a,0.898599,False,0.006172839506172867,0.003871502972761176,0.002301336533411691
rpl8,0.8985968,False,0.0,0.014886850716688937,-0.014886850716688937
prnp,0.89857244,False,0.0,0.008111720514356824,-0.008111720514356824
rps6,0.8984955,True,0.0030864197530864335,0.015716458496566332,-0.012630038743479899
rpsa,0.89848465,False,0.0,0.02299857123104576,-0.02299857123104576
ndfip1,0.89844596,False,0.0030864197530864335,0.003917592293865457,-0.0008311725407790238
meg3,0.8984135,False,0.0,0.028713647047978963,-0.028713647047978963
camk2n1,0.8983845,True,0.0,0.03691754620454446,-0.03691754620454446
rab6a,0.8983591,False,0.006172839506172867,0.019726229432640463,-0.013553389926467596
klc1,0.89834833,False,0.006172839506172867,0.026132645066138216,-0.01995980555996535
tuba4a,0.89823765,True,0.0,0.03530441996589395,-0.03530441996589395
slc1a2,0.8981717,True,0.0,0.1956952574088584,-0.1956952574088584
rps3,0.897854,False,0.0,0.014840761395584656,-0.014840761395584656
thy1,0.89784586,False,0.0,0.05051389593031297,-0.05051389593031297
rps18,0.89778095,False,0.0,0.01599299442319213,-0.01599299442319213
timm8b,0.8976346,False,0.015432098765432056,0.016684334239756682,-0.0012522354743246256
hpca,0.89749366,True,0.0030864197530864335,0.08001106143706505,-0.07692464168397861
ubc,0.89742494,False,0.0,0.0017513942019633522,-0.0017513942019633522
rpl7,0.89741105,True,0.0092592592592593,0.011891044844909437,-0.002631785585650137
morf4l1,0.8973359,False,0.0092592592592593,0.008526524404295577,0.0007327348549637236
ncdn,0.89732033,False,0.0,0.05023736000368717,-0.05023736000368717
rpl12,0.8971636,False,0.0,0.028391021800248883,-0.028391021800248883
mgst3,0.8971468,True,0.024691358024691357,0.04682675024196892,-0.02213539221727756
atp5g1,0.89712155,False,0.0030864197530864335,0.008941328294234219,-0.005854908541147785
atp6v0b,0.8969193,False,0.0,0.003825413651656895,-0.003825413651656895
rpl18a,0.89688915,True,0.0,0.005853343780246156,-0.005853343780246156
rpl39,0.8968314,False,0.0,0.02092455178135222,-0.02092455178135222
gpm6b,0.89669245,True,0.006172839506172867,0.04134212103055723,-0.035169281524384366
tuba1b,0.89665025,False,0.0,0.016085173065400693,-0.016085173065400693
myl12b,0.8965468,False,0.01851851851851849,0.009678757431903051,0.008839761086615439
zwint,0.8965369,True,0.0,0.014794672074480375,-0.014794672074480375
ndufc2,0.8965296,False,0.012345679012345734,0.004240217541595648,0.008105461470750086
rpl27,0.89642936,False,0.0092592592592593,0.008342167119878341,0.0009170921393809595
rpl29,0.89618725,False,0.0,0.025441305249573665,-0.025441305249573665
prkcb,0.8961479,True,0.0030864197530864335,0.04281697930589479,-0.03973055955280835
pja2,0.8960781,False,0.006172839506172867,0.0313407383509241,-0.025167898844751235
atp6v1a,0.89602673,False,0.006172839506172867,0.02396644697423611,-0.017793607468063244
tsc22d1,0.8959881,True,0.0,0.02396644697423611,-0.02396644697423611
mdh2,0.8958847,False,0.012345679012345734,0.009402221505277253,0.002943457507068481
pfn2,0.8958203,False,0.0030864197530864335,0.02392035765313172,-0.020833937900045285
sub1,0.8957422,False,0.012345679012345734,0.005392450569203122,0.006953228443142612
ap2m1,0.89572656,False,0.006172839506172867,0.016223441028713648,-0.01005060152254078
atp5d,0.8957175,False,0.0030864197530864335,0.0069594874867493495,-0.003873067733662916
eif4g2,0.895641,False,0.006172839506172867,0.012351938055952472,-0.006179098549779605
dynlrb1,0.8954516,False,0.0092592592592593,0.007743005945522463,0.0015162533137368372
pcsk1n,0.89537895,False,0.0,0.025763930497303744,-0.025763930497303744
rps4x,0.8953583,False,0.0030864197530864335,0.0256256625339909,-0.022539242780904467
gng3,0.8950811,False,0.0030864197530864335,0.041434299672765795,-0.03834787991967936
ndufa11,0.8950667,False,0.0092592592592593,0.00829607779877406,0.0009631814604852407
rpl18,0.89494026,False,0.0030864197530864335,0.010231829285154648,-0.007145409532068214
serf2,0.89475566,False,0.0030864197530864335,0.003041895192883781,4.4524560202652275e-05
cyfip2,0.8946809,False,0.0030864197530864335,0.09835461123657652,-0.09526819148349008
nme1,0.89441663,False,0.012345679012345734,0.017145227450799605,-0.004799548438453871
ypel3,0.89439905,False,0.0092592592592593,0.010185739964050367,-0.0009264807047910661
gdi1,0.89430064,False,0.0030864197530864335,0.008849149652025656,-0.005762729898939223
rpl36,0.89419156,True,0.0,0.006821219523436395,-0.006821219523436395
ldha,0.8941342,True,0.0030864197530864335,0.02295248190994148,-0.019866062156855047
gnb2,0.8940375,False,0.015432098765432056,0.01728349541411256,-0.0018513966486805034
rps2,0.8938032,False,0.0,0.01594690510208785,-0.01594690510208785
nsf,0.89379245,False,0.0030864197530864335,0.03899156565423789,-0.03590514590115146
